Name,Aired,Broadcast,Duration,Status,Type,Premiered,Episodes,Rating,Genres,Licensors,Producers,Studios,Members,Favorites
Xiao Xiaocongming Xing,2013 to ?,none,00:12:00,Finished Airing,TV,?,72,PG,none,none,none,none,39,0
Taoleujima Beoseuteo: Beullaeg-Eosseolteuui Gwihwan,"Dec 5, 2019",none,01:13:00,Finished Airing,Movie,none,1,PG,Comedy,none,none,none,105,0
Hiyokoi (2012),"2012-12-02,2012-12-16",none,00:01:00,Finished Airing,Special,none,3,G,Romance,none,TV Tokyo,Production I.G,28551,24
Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,"2007-07-27,2007-10-12","fri,23:00:00",00:24:00,Finished Airing,TV,Summer 2007,12,R 17,"Horror,Fantasy,Drama,Action,Mystery","Funimation,ADV Films",none,"AIC Spirits,BeSTACK",37434,63
Tenjou Tenge: The Ultimate Fight,2005-03-16,none,00:24:00,Finished Airing,OVA,none,2,R 17,"Adventure,Supernatural,Drama,Romance","Discotek Media,Geneon Entertainment USA",none,Madhouse,41783,36
Zhu Dike: Mengxiang Xunlian Ying,2018 to ?,none,00:13:00,Finished Airing,TV,?,26,PG,Fantasy,none,none,none,44,0
Drifters: Kokuou-sama Goranshin,"Dec 30, 2016",none,00:08:00,Finished Airing,Special,none,1,PG 13,Comedy,none,none,Hoods Drifters Studio,5321,0
Human Bug Daigaku,"2022-10-05,2022-12-21","wed,22:00:00",00:23:00,Finished Airing,TV,Fall 2022,12,PG 13,"Comedy,Mystery",none,"MAGNET,Nippon Columbia,Yomiuri TV Enterprise,Crunchyroll,K contents",DLE,8927,24
Detatoko Princess,"1997-12-01,1998-05-21",none,00:30:00,Finished Airing,OVA,none,3,PG 13,"Fantasy,Comedy",Media Blasters,none,J.C.Staff,3753,4
One Piece Film: Gold,2016-07-23,none,02:00:00,Finished Airing,Movie,none,1,PG 13,"Action,Fantasy,Adventure",Funimation,none,Toei Animation,201957,388
Ozanari Dungeon: Kaze no Tou,"1991-09-27,1991-12-20",none,00:26:00,Finished Airing,OVA,none,3,PG 13,"Comedy,Adventure,Fantasy,Action",none,"Gakken,Tokyo Movie Shinsha,Toshiba EMI",Telecom Animation Film,2173,9
Galaxy Angel Rune,2006-10-02 2006-12-25,1 02:00:00,00:24:00,Finished Airing,TV,Fall 2006,13,PG 13,Comedy Sci-Fi,Bandai Visual USA,Sunny Side Up Broccoli Lantis Bandai Visual,Satelight,5384,4
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,"2021-04-07,2021-06-23","wed,22:30:00",00:23:00,Finished Airing,TV,Spring 2021,12,PG 13,"Comedy,Fantasy,Action",Funimation,"Kadokawa,AT-X,Sammy,Kadokawa Media House,Bit grooove promotion",ENGI,231330,1070
Run & Roll,2013-01-01,none,00:01:00,Finished Airing,Movie,none,1,G,Avant Garde,none,none,none,472,0
Tsushima Maru: Sayounara Okinawa,"Oct 24, 1982",none,01:10:00,Finished Airing,Movie,none,1,None,none,none,none,none,493,0
Digimon Adventure: 20-shuunen Memorial Story,"2019-11-22,2020-12-25",none,00:06:00,Finished Airing,ONA,none,5,G,"Adventure,Drama",none,none,Toei Animation,5859,1
Akame ga Kill!,"2014-07-07,2014-12-15","mon,00:00:00",00:23:00,Finished Airing,TV,Summer 2014,24,R 17,"Fantasy,Action",Sentai Filmworks,"Q-Tec,Fields,Nihon Ad Systems,Jinnan Studio,Sony Music Entertainment,TOHO animation",White Fox,2006267,28256
Xiagu Zhong An Zu 2nd Season,2018-02-16,none,00:10:00,Finished Airing,ONA,none,21,PG 13,"Adventure,Fantasy",none,none,none,52,0
Tokyo Magnitude 8.0 Recap,2009-12-11,None,00:51:00,Finished Airing,Special,None,1,PG 13,Drama,Maiden Japan,"None found, add some",Bones Kinema Citrus,8689,10
Inazuma Eleven: Orion no Kokuin,2018-10-05 2019-09-27,5 17:55:00,00:23:00,Finished Airing,TV,Fall 2018,49,G,Sports,"None found, add some",Dentsu TV Tokyo,OLM,26469,104
Kamisama Minarai: Himitsu no Cocotama,"2015-10-01,2018-06-28","thur,17:55:00",00:24:00,Finished Airing,TV,Fall 2015,139,PG,"Slice of Life,Fantasy",none,"Lantis,TV Tokyo",OLM,3151,13
Wind: A Breath of Heart (TV),"Jun 30, 2004 to Sep 22, 2004",none,00:12:00,Finished Airing,TV,Summer 2004,13,PG 13,"Drama,Supernatural,Romance",none,"Rondo Robe,Frontier Works",Radix,11377,9
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,2015-12-03,none,00:24:00,Finished Airing,Special,none,1,PG 13,"Sci-Fi,Suspense",none,"Media Factory,Frontier Works,AT-X,Kadokawa Pictures Japan,Movic,Nitroplus",White Fox,249741,404
Shiratori Reiko de Gozaimasu!,"Apr 25, 1990",none,00:44:00,Finished Airing,OVA,none,1,PG 13,"Romance,Comedy",none,none,Ajia-do,717,0
Fate/Grand Order: First Order,2016-12-31,none,01:14:00,Finished Airing,Special,none,1,PG 13,"Action,Supernatural,Fantasy",Aniplex of America,"Notes,Aniplex",Lay-duce,209551,312
Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,2016-12-31,None,00:23:00,Finished Airing,Special,None,1,PG 13,Comedy Mystery,"None found, add some","None found, add some",J.C.Staff,2356,3
"Animegataris: Yuku Toshi, Kuru Toshi","Dec 31, 2017",none,00:03:00,Finished Airing,ONA,none,1,PG 13,Comedy,none,none,WAO World,1401,1
Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,2014-03-21,none,00:26:00,Finished Airing,Special,none,1,PG 13,"Comedy,Mystery",none,DIVE II Entertainment,NAZ,8046,5
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",2016-04-02 2016-09-24,6 17:30:00,00:24:00,Finished Airing,TV,Spring 2016,24,PG 13,Comedy Mystery Drama,Crunchyroll Funimation,Aniplex Capcom Trinity Sound Yomiuri Telecasting,A-1 Pictures,132779,477
Majo no Tabitabi,"2020-10-02,2020-12-18","fri,21:00:00",00:24:00,Finished Airing,TV,Fall 2020,12,R 17,"Fantasy,Adventure",Funimation,"AT-X,SB Creative,Movic,Lantis,Kadokawa,Kadokawa Media House",C2C,374448,3547
Hoshi no Samidare: Zenhan-sen,"Oct 1, 2022",none,00:24:00,Finished Airing,Special,none,1,PG 13,"Adventure,Drama,Action,Comedy",none,none,NAZ,2415,3
Girls & Panzer: Nihon Senshadou Renmei News,2013-06-21,none,00:03:00,Finished Airing,Special,none,2,PG 13,Comedy,none,"Movic,Showgate,Lantis",Actas,5289,2
Xiong Bing Lian,"Jun 1, 2017 to Apr 19, 2018",none,00:21:00,Finished Airing,ONA,none,33,R 17,"Sci-Fi,Supernatural,Action,Mystery",none,none,Transcendence Picture,1432,4
Kimi ni Todoke 2nd Season,"2011-01-12,2011-03-30","wed,00:59:00",00:23:00,Finished Airing,TV,Winter 2011,12,PG 13,"Drama,Romance","NIS America, Inc.","Nippon Television Network,Shueisha,VAP",Production I.G,454192,1601
Hakuouki OVA,Mar 2011,none,00:08:00,Finished Airing,OVA,none,2,PG 13,"Drama,Action,Supernatural",none,none,Studio Deen,13657,17
Kikumana,"Jul 14, 2001",none,00:06:00,Finished Airing,ONA,none,1,PG 13,Avant Garde,none,none,Studio Rikka,8955,8
Mirai Kara Kita Shounen Super Jetter,"1965-01-07,1966-01-20","thur,18:00:00",00:25:00,Finished Airing,TV,Winter 1965,52,G,"Sci-Fi,Comedy,Action",none,"TCJ,TBS","add some,None found,",622,0
Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,2019-04-24,none,00:24:00,Finished Airing,Special,none,1,PG 13,"Comedy,Girls Love",none,none,Doga Kobo,18297,3
Akihabara Dennou-gumi,"1998-04-04,1998-09-26","sat,17:00:00",00:23:00,Finished Airing,TV,Spring 1998,26,PG 13,"Adventure,Sci-Fi",ADV Films,"Audio Tanaka,GANSIS,TBS,Nichion",Ashi Productions,7537,30
Kakumeiki Valvrave 2nd Season,"2013-10-10,2013-12-27",Unknown,00:24:00,Finished Airing,TV,Fall 2013,12,R 17,"Sci-Fi,Action",Aniplex of America,"Aniplex,Dentsu,Bandai Namco Entertainment,Bandai,Movic,Mainichi Broadcasting System",Sunrise,92049,200
Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,2021-06-26,none,00:23:00,Finished Airing,Special,none,1,R 17,"Sci-Fi,Action,Suspense",Aniplex of America,Aniplex,Wit Studio,18773,77
Trip Trek (2010),"Nov 10, 2010 to Jan 26, 2011",none,00:07:00,Finished Airing,ONA,none,8,G,"Comedy,Adventure,Fantasy",none,none,Manglobe,315,0
Tun Bao Yu Bo Du 4th Season,Not available,none,00:12:00,Finished Airing,TV,?,26,PG,Fantasy,none,none,none,37,0
Wa Wa Wa Wappi-chan,"2006-07-03,2006-10-01",none,00:30:00,Finished Airing,TV,Summer 2006,26,G,none,none,WOWOW,none,247,0
Tales of Zestiria the Cross: Saiyaku no Jidai,2016-07-03,none,00:23:00,Finished Airing,Special,none,1,PG 13,"Fantasy,Action,Adventure",Funimation,none,ufotable,60973,25
Tunshi Xingkong,"2020-11-29,2021-05-16",none,00:22:00,Finished Airing,ONA,none,26,PG 13,"Action,Fantasy,Adventure,Sci-Fi",none,"Tencent Penguin Pictures,Tencent Animation & Comics",Sparkly Key Animation Studio,6267,93
Tokimeki Tonight,"1982-10-07,1983-09-22","thur,19:00:00",00:24:00,Finished Airing,TV,Fall 1982,34,PG,"Fantasy,Comedy,Romance",none,Toho,Group TAC,9267,45
Fairy Tail OVA (2016),"2016-05-17,2016-12-16",none,00:27:00,Finished Airing,OVA,none,3,PG 13,"Comedy,Fantasy,Ecchi",none,none,A-1 Pictures,81352,194
One Piece: Episode of Luffy - Hand Island no Bouken,2012-12-15,None,01:42:00,Finished Airing,Special,None,1,PG 13,"Adventure,Fantasy,Action","None found,,add some","None found,,add some",Toei Animation,50148,31
Tomodachi de Iyou ne,"1992-01-01,1993-01-01",none,00:05:00,Finished Airing,TV,?,26,PG,Slice of Life,none,none,none,187,0
Sousei no Onmyouji,"2016-04-06,2017-03-29","wed,18:25:00",00:24:00,Finished Airing,TV,Spring 2016,50,PG 13,"Fantasy,Action,Romance",Crunchyroll,"Nihon Ad Systems,Shueisha,TV Tokyo,TV Tokyo Music,Avex Pictures",Pierrot,496134,2921
"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",2017-11-25,None,00:23:00,Finished Airing,OVA,None,1,PG 13,Action,Sentai Filmworks,"None found, add some",Connect SILVER LINK.,47932,28
Sora no Momotarou,"Oct 1, 1931",none,00:12:00,Finished Airing,Movie,none,1,G,"Adventure,Comedy",none,none,none,1449,0
Yankee-kun na Yamada-kun to Megane-chan to Majo,2015-08-26,None,00:07:00,Finished Airing,Special,None,1,PG 13,Comedy,"None found, add some","None found, add some",LIDENFILMS,25469,11
Fushigi Yuugi,1995-04-06 1996-03-28,4 18:00:00,00:23:00,Finished Airing,TV,Spring 1995,52,PG 13,Fantasy Romance Adventure,Media Blasters Geneon Entertainment USA,Shogakukan-Shueisha Productions Yomiko Advertising Apollon TV Tokyo,Pierrot,116230,2045
Usamaru,"Aug 5, 2016 to Oct 21, 2016",none,00:05:00,Finished Airing,ONA,none,12,G,Comedy,none,none,Craftar Studios,278,1
Shin Kabukichou Story Hana no Asukagumi!,"Jun 10, 1987",none,00:48:00,Finished Airing,OVA,none,1,PG 13,"Adventure,Drama",none,none,Toei Animation,1373,6
BanG Dream! Film Live,2019-09-13,none,01:12:00,Finished Airing,Movie,none,1,PG 13,none,Sentai Filmworks,"Tokyo MX,Ultra Super Pictures,HoriPro International,Bushiroad,Good Smile Company",SANZIGEN,11680,39
Yodel no Onna,"Sep 22, 2017 to Aug 14, 2019",none,30 sec. per ep.,Finished Airing,TV,Fall 2017,6,G,Comedy,none,none,DLE,1434,4
Mushrambo,2000-02-05 2000-09-23,6 18:28:00,00:23:00,Finished Airing,TV,Winter 2000,32,PG,Fantasy Sci-Fi Adventure Drama,Saban Entertainment,TV Asahi Toei Advertising,Toei Animation,15667,80
Hirooka Asako,"2015-10-03,2015-12-01",none,30 sec. per ep.,Finished Airing,Special,none,2,G,none,none,Trash Studio,none,280,0
Koutetsu Tenshi Kurumi,"1999-10-05,2000-04-04","tue,19:00:00",00:15:00,Finished Airing,TV,Fall 1999,24,R+,"Adventure,Comedy,Drama,Romance,Action",ADV Films,Pony Canyon,OLM,24290,65
Slow Loop,"2022-01-07,2022-03-25","fri,22:00:00",00:24:00,Finished Airing,TV,Winter 2022,12,PG 13,"Gourmet,Slice of Life",none,"AT-X,Houbunsha,eStream,flying DOG,Kadokawa,Kadokawa Media House",Connect,58978,256
One Punch Man Specials,"2015-12-24,2016-05-27",none,00:12:00,Finished Airing,Special,none,6,R 17,"Action,Comedy",VIZ Media,none,Madhouse,308929,423
Kyoukasho ni Nai!,"Apr 21, 1998 to May 21, 1998",none,00:39:00,Finished Airing,OVA,none,2,R+,"Romance,Comedy,Ecchi",Media Blasters,Toei Video,AIC,5077,7
Hamelin no Violin Hiki,"1996-10-02,1997-03-26",Unknown,00:24:00,Finished Airing,TV,Fall 1996,25,PG 13,"Adventure,Fantasy,Drama",none,none,Studio Deen,6494,21
Youshi Kei: Mou Hitotsu no Nijiiro Toshi,1979-01-01,none,00:17:00,Finished Airing,Movie,none,1,R+,Avant Garde,none,none,none,459,0
Jakusansei Million Arthur,"2015-11-20,2018-06-13",none,00:01:00,Finished Airing,ONA,none,60,PG 13,"Fantasy,Comedy,Ecchi",none,Square Enix,Gathering,1830,3
Momoya x Peeping Life: Go en desu yo! II,"Dec 19, 2013 to Jan 16, 2014",none,00:05:00,Finished Airing,ONA,none,5,PG,Comedy,none,CoMix Wave Films,none,582,0
Galaxy Angel,2001-04-08 2001-09-30,7 00:30:00,00:13:00,Finished Airing,TV,Spring 2001,24,PG 13,Sci-Fi Comedy,Nozomi Entertainment Bandai Entertainment,Broccoli Bandai Visual Studio Jack,Madhouse,28300,185
Transformers Zone,"Jul 21, 1990",none,00:23:00,Finished Airing,OVA,none,1,PG 13,Sci-Fi,none,none,Toei Animation,2047,1
Kamigami no Ki,"Nov 25, 2016 to Apr 28, 2017",Fridays at 01:25 (JST),00:02:00,Finished Airing,TV,Fall 2016,16,PG,"Comedy,Supernatural",none,none,Sotsu,1093,2
Berserk,"2016-07-01,2016-09-16","fri,22:30:00",00:24:00,Finished Airing,TV,Summer 2016,12,R+,"Action,Fantasy,Adventure,Drama,Horror","Funimation,Crunchyroll","Lucent Pictures Entertainment,WOWOW,LIDENFILMS,Ultra Super Pictures,Docomo Anime Store,NBCUniversal Entertainment Japan,Rialto Entertainment,Koei Tecmo Games,Mainichi Broadcasting System,Hakusensha","GEMBA,Millepensee",346138,2362
Shingeki no Kyojin: Kuinaki Sentaku,"2014-12-09,2015-04-09",none,00:27:00,Finished Airing,OVA,none,2,R 17,Action,none,"Mainichi Broadcasting System,Dentsu,Production I.G,Pony Canyon,Kodansha",Wit Studio,491160,1868
Onegai My Melody,"2005-04-03,2006-03-26","sun,09:30:00",00:24:00,Finished Airing,TV,Spring 2005,52,PG,"Comedy,Fantasy",none,"TV Osaka,Sanrio,Yomiuri Advertising",Studio Comet,15102,186
Toriko: Jump Super Anime Tour 2009 Special,2009-10-12,None,00:27:00,Finished Airing,Special,None,1,PG 13,Action Comedy Adventure Gourmet,"None found, add some","None found, add some",ufotable,8009,9
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,2020-09-02,None,01:10:00,Finished Airing,OVA,None,1,PG 13,Comedy Romance,Aniplex of America,Kadokawa,Connect,115162,303
Xin Dilei Zhan: Shenyong Xiaozi,"May 30, 2014",none,01:30:00,Finished Airing,Movie,none,1,PG,Comedy,none,none,none,49,0
Lupin III: Cagliostro no Shiro,1979-12-15,none,01:39:00,Finished Airing,Movie,none,1,PG 13,"Award Winning,Comedy,Mystery,Adventure,Action","Discotek Media,Manga Entertainment",Streamline Pictures,Tokyo Movie Shinsha,111682,1302
Hataraku no 100-nenshi,"Aug 18, 2021",none,00:02:00,Finished Airing,ONA,none,1,G,Slice of Life,none,none,Gyorai Eizo Inc.,512,0
Princess Principal: Crown Handler Movie 1 - Busy Easy Money,2021-09-28,none,00:06:00,Finished Airing,Special,none,1,R 17,"Comedy,Mystery",Sentai Filmworks,none,Actas,5638,19
Umi no Triton (1979),"1979-04-04,1984-05-21",none,1 hr. 14 min. per ep.,Finished Airing,Movie,none,2,G,"Adventure,Fantasy",none,Tohokushinsha Film Corporation,"None found,,add some",806,1
Daitoshokan no Hitsujikai Picture Drama,2014-12-25 2015-05-28,None,00:09:00,Finished Airing,Special,None,6,PG 13,Comedy Ecchi,"None found, add some","None found, add some",Hoods Entertainment,8223,3
Zhang Fei Shen Gua,1980-01-01,none,00:24:00,Finished Airing,Movie,none,1,PG,none,none,none,Shanghai Animation Film Studio,72,0
Virtua Fighter: Costomize Clip,"Feb 28, 1997",none,00:32:00,Finished Airing,OVA,none,1,PG 13,"Drama,Action",none,none,Production I.G,723,0
Fireball Humorous,"Oct 6, 2017 to Dec 18, 2017",Fridays at 21:55 (JST),00:02:00,Finished Airing,TV,Fall 2017,3,G,"Comedy,Sci-Fi",none,Disney Platform Distribution,Jinnis Animation Studios,3428,4
Yoku Wakaru Gendai Mahou,"2009-07-12,2009-09-27","sun,00:00:00",00:24:00,Finished Airing,TV,Summer 2009,12,PG 13,Comedy,Sentai Filmworks,"Studio Jack,Shueisha",Nomad,25192,29
Godzilla 3: Hoshi wo Kuu Mono,2018-11-09,none,01:30:00,Finished Airing,Movie,none,1,R 17,"Sci-Fi,Adventure,Action",none,"TOHO animation,Toho",Polygon Pictures,32247,35
Kamigami no Ki: Xmas Special,"Dec 22, 2016",none,00:02:00,Finished Airing,ONA,none,1,PG,"Comedy,Supernatural",none,none,Sotsu,351,0
Tobacco wa Dasai,"Feb 13, 2014",none,00:07:00,Finished Airing,ONA,none,1,PG 13,Slice of Life,none,none,none,699,0
Wulin Buer Zhoukan,"Apr 10, 2023 to Jun 26, 2023",none,00:06:00,Finished Airing,ONA,none,24,PG 13,"Comedy,Action,Fantasy",none,none,none,390,0
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,2000-03-04,none,01:31:00,Finished Airing,Movie,none,1,PG,"Comedy,Fantasy,Adventure",none,none,Shin-Ei Animation,10292,8
Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun,2017-08-04,none,00:23:00,Finished Airing,OVA,none,1,PG 13,Sports,none,none,Production I.G,36633,38
Koitabi: True Tours Nanto,2013-04-28,none,00:07:00,Finished Airing,Special,none,6,PG 13,Romance,none,none,P.A. Works,16926,9
Sora no Otoshimono Forte,"2010-10-02,2010-12-18",Unknown,00:23:00,Finished Airing,TV,Fall 2010,12,PG 13,"Comedy,Sci-Fi,Romance,Fantasy,Ecchi",Funimation,"NTT Docomo,Kadokawa Pictures Japan,Kadokawa Shoten,KlockWorx",AIC ASTA,285217,892
Heartcatch Precure!,"2010-02-07,2011-01-30","sun,08:30:00",00:24:00,Finished Airing,TV,Winter 2010,49,G,"Action,Fantasy,Comedy",none,none,Toei Animation,30672,601
Fate/Zero: Onegai! Einzbern Soudanshitsu,"2012-03-07,2012-09-19",none,00:15:00,Finished Airing,Special,none,6,PG 13,Comedy,Aniplex of America,Aniplex,ufotable,37381,16
Shinkalion Hello Kitty,"Feb 27, 2020",none,00:02:00,Finished Airing,ONA,none,1,PG,"Action,Sci-Fi",none,none,none,329,1
Seikimatsu★Darling,1996-02-16,none,00:30:00,Finished Airing,OVA,none,1,PG 13,"Romance,Comedy,Drama,Boys Love",none,Magic Bus,Horannabi,8114,8
Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,"1993-10-01,1994-02-01",none,00:28:00,Finished Airing,OVA,none,3,None,Fantasy,none,none,Sunrise,847,0
Gake no Ue no Ponyo,2008-07-19,none,01:40:00,Finished Airing,Movie,none,1,G,"Fantasy,Adventure,Award Winning","Disney Platform Distribution,GKIDS","Dentsu,d-rights,Toho",Studio Ghibli,546488,3818
Eikyuu Kazoku,"Apr 1, 1997",none,00:28:00,Finished Airing,Movie,none,1,PG 13,Comedy,none,Beyond C.,Studio 4°C,10010,16
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2","2016-01-09,2016-03-26","sat,01:05:00",00:23:00,Finished Airing,TV,Winter 2016,12,R 17,"Action,Fantasy,Adventure",Sentai Filmworks,"Showgate,KlockWorx,Genco,Bandai Namco Games,Warner Bros. Japan",A-1 Pictures,534345,1858
Yawara!: Zutto Kimi no Koto ga...,1996-07-19,none,01:32:00,Finished Airing,Special,none,1,PG 13,"Sports,Drama,Comedy,Action",none,Kitty Films,Madhouse,2869,4
Himitsu no Hana no Niwa,2023-03-21,none,00:06:00,Finished Airing,ONA,none,1,PG 13,"Drama,Fantasy",none,"Sonilude,TOHO animation","None found,,add some",565,0
Uwabaki Cook,"Jan 5, 2015 to Mar 30, 2015",mon,00:03:00,Finished Airing,TV,Winter 2015,13,PG,none,none,Yomiuri Telecasting,none,337,1
Kigyou Senshi Yamazaki: Long Distance Call,"Oct 25, 1997",none,00:43:00,Finished Airing,OVA,none,1,R+,"Drama,Sci-Fi",none,none,Ripple Film,1264,0
15 Sonyeon Uju Pyoryugi,1980-01-01,none,01:18:00,Finished Airing,Movie,none,1,PG 13,"Sci-Fi,Action",none,none,none,577,1
Shinkyoku Soukai Polyphonica Crimson S,"2009-04-05,2009-06-21",Unknown,00:25:00,Finished Airing,TV,Spring 2009,12,PG 13,"Fantasy,Drama,Romance",Maiden Japan,"Yomiko Advertising,Magic Capsule,T.O Entertainment,SoftBank Creative,Lantis,Pony Canyon",Diomedéa,24147,41
Gintama: Monster Strike-hen,"2019-08-29,2019-09-04",none,00:11:00,Finished Airing,ONA,none,2,PG 13,"Comedy,Action",none,"XFLAG,Sunrise",Bandai Namco Pictures,15054,23
Shamanic Princess,"1996-06-25,1998-06-25",none,00:30:00,Finished Airing,OVA,none,6,PG 13,"Fantasy,Romance,Action","Media Blasters,Central Park Media","Movic,Bandai Visual,animate Film",Triangle Staff,12544,51
Yeon-ae Halujeon 2,2018-03-30 2018-07-06,None,00:02:00,Finished Airing,ONA,None,15,PG 13,Slice of Life Romance,None,None,LICO Red Dog Culture House,12663,27
Comet Lucifer: Garden Indigo no Shasou kara,"Jan 29, 2016 to Jun 24, 2016",none,00:02:00,Finished Airing,ONA,none,12,G,"Adventure,Fantasy,Comedy",none,none,I was a Ballerina,5557,2
SKET Dance,"2011-04-07,2012-09-27","thur,18:00:00",00:24:00,Finished Airing,TV,Spring 2011,77,PG 13,Comedy,none,"TV Tokyo,Dentsu,Avex Entertainment",Tatsunoko Production,220112,3184
Gag Manga Biyori: Jump Festa 2002 Special,2002,none,00:12:00,Finished Airing,Special,none,1,PG 13,Comedy,none,DAX Production,"add some,None found,",1010,0
DT Eightron,"1998-04-18,1998-11-06","sat,02:45:00",00:25:00,Finished Airing,TV,Spring 1998,26,PG 13,"Sci-Fi,Action",none,Fuji TV,Sunrise,2296,8
Project HAL,"May 31, 2015 to Jul 30, 2015",none,39 sec. per ep.,Finished Airing,ONA,none,3,G,Action,none,none,none,742,0
Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen,2017-12-31,none,00:14:00,Finished Airing,Special,none,1,PG 13,Comedy,none,none,ufotable,19399,17
Wan Jie Shen Zhu 3rd Season,"2021-03-17,2023-03-04",none,00:09:00,Finished Airing,ONA,none,208,PG 13,"Adventure,Fantasy",none,"Tencent Penguin Pictures,Liu Cong Animation",Ruo Hong Culture,1043,7
Xinghai Qi Hang,Jan 2011 to ?,none,00:11:00,Finished Airing,TV,?,26,PG,"Sci-Fi,Adventure,Fantasy",none,none,none,44,0
Persona 4 the Golden Animation,"2014-07-11,2014-09-26","fri,01:49:00",00:23:00,Finished Airing,TV,Summer 2014,12,PG 13,"Adventure,Supernatural,Mystery,Sci-Fi",Aniplex of America,"Movic,Yomiko Advertising,Mainichi Broadcasting System,Aniplex,Sega",A-1 Pictures,89493,150
Higurashi no Naku Koro ni Sotsu,"2021-07-01,2021-09-30","thur,23:30:00",00:23:00,Finished Airing,TV,Summer 2021,15,R 17,"Suspense,Mystery,Horror,Supernatural,Avant Garde",Funimation,none,Passione,105347,722
Yuru Camp△,"2018-01-04,2018-03-22","thur,23:00:00",00:23:00,Finished Airing,TV,Winter 2018,12,PG 13,Slice of Life,none,"AT-X,FuRyu,Sony Music Communications,Crunchyroll SC Anime Fund,BS11,81 Produce,Sotsu,MAGES.",C-Station,464015,10606
Ao no Exorcist: Kyoto Fujouou-hen OVA,2017-04-04 2017-10-04,None,00:24:00,Finished Airing,OVA,None,2,PG 13,Action Fantasy Supernatural,"None found, add some","None found, add some",A-1 Pictures,68408,58
